5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
5,10,0,0,0,0
4,10,0,0,0,0
4,10,0,0,0,0
4,10,0,0,0,0
4,10,0,0,0,0
4,10,1,0,1.0,0
4,10,2,0,2.0001,0
4,10,3,0,3.0001,0
4,10,3,0,0,0
4,10,4,0,1.0,0
4,10,4,0,0,0
4,10,5,0,1.0,0
4,10,6,0,2.0,0
4,10,7,0,3.0,0
4,10,8,0,4.0,0
4,10,9,0,5.0,0
4,10,9,0,1.0001,0
4,10,9,0,0,0
4,10,10,0,1.0,0
4,10,10,0,0,0
4,10,10,0,0,0
4,10,11,0,1.0,0
4,10,11,0,0,0
4,10,11,0,0,0
4,10,12,0,1.0,0
4,10,12,0,0,0
4,10,12,0,0,0
4,10,13,0,1.0,0
4,10,13,0,0,0
4,10,13,0,0,0
4,10,13,0,0,0
4,10,14,0,1.0,0
4,10,15,0,2.0,0
4,10,15,0,0,0
4,10,15,0,0,0
4,10,16,0,1.0,0
4,10,16,0,0,0
4,10,17,0,1.0,0
4,10,18,0,1.9999,0
4,10,19,0,3.0,0
4,10,20,0,4.0,0
4,10,21,0,4.9999,0
4,10,22,0,6.0,0
4,10,23,0,7.0,0
4,10,24,0,8.0,0
4,10,25,0,9.0,0
4,10,26,1,10.0,0
4,10,27,2,11.0,0
4,10,28,3,12.0,0
4,10,29,4,13.0,0
4,10,30,5,14.0,0
4,10,31,6,15.0,0
4,10,32,7,16.0,0
4,10,33,8,17.0,0
4,10,33,9,13.0001,1
4,10,33,9,9.0001,1
4,10,33,9,5.0001,1
4,10,34,9,6.0001,1
4,10,35,9,7.0001,1
4,10,36,9,8.0001,1
4,10,37,9,9.0001,1
4,10,38,10,10.0001,1
4,10,39,11,11.0001,1
4,10,39,11,7.0001,1
4,10,39,11,3.0002,1
4,10,39,11,0,1
4,10,39,11,0,1
4,10,40,11,1.0,1
4,10,41,11,1.9999,1
4,10,42,11,3.0,1
4,10,43,11,4.0,1
4,10,44,11,4.9999,1
4,10,45,11,6.0,1
4,10,46,11,7.0,1
4,10,47,11,8.0,1
4,10,48,11,9.0,1
4,10,49,12,10.0,1
4,10,50,13,11.0,1
4,10,51,14,12.0,1
4,10,52,15,13.0,1
4,10,53,16,14.0,1
4,10,54,17,15.0,1
4,10,55,18,16.0,1
4,10,56,19,17.0,1
4,10,57,20,18.0,1
4,10,58,21,19.0001,1
4,10,59,22,20.0001,1
4,10,59,23,16.0001,2
4,10,59,24,12.0001,3
4,10,59,24,8.0002,3
4,10,59,24,4.0002,3
4,10,59,24,0.0002,3
4,10,59,24,0,3
4,10,59,24,0,3
4,10,60,24,1.0,3
4,10,61,24,2.0,3
4,10,62,24,3.0,3
4,10,63,24,4.0,3
4,10,64,24,5.0,3
4,10,65,24,6.0,3
4,10,66,24,7.0,3
4,10,67,24,8.0,3
4,10,68,24,9.0,3
4,10,69,25,10.0,3
4,10,70,26,11.0,3
4,10,70,26,7.0001,3
4,10,70,26,3.0001,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,70,26,0,3
4,10,71,26,1.0,3
4,10,72,26,2.0,3
4,10,73,26,3.0,3
4,10,74,26,4.0,3
4,10,75,26,5.0,3
4,10,76,26,6.0,3
4,10,77,26,7.0,3
4,10,78,26,8.0,3
4,10,79,26,9.0,3
4,10,80,27,10.0,3
4,10,81,28,11.0,3
4,10,81,28,7.0001,3
4,10,81,28,3.0001,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
4,10,81,28,0,3
3,10,81,28,0,3
3,10,81,28,0,3
3,10,81,28,0,3
3,10,82,28,2.0,3
3,10,83,28,4.0,3
3,10,84,28,6.0,3
3,10,85,28,8.0,3
3,10,86,28,10.0,3
3,10,87,29,12.0,3
3,10,88,30,14.0,3
3,10,89,31,16.0,3
3,10,90,32,18.0001,3
3,10,91,33,20.0,3
3,10,92,34,22.0,3
3,10,92,35,19.0,4
3,10,92,36,16.0,5
3,10,92,37,13.0001,6
3,10,92,38,10.0001,7
3,10,92,38,7.0001,7
3,10,92,38,4.0001,7
3,10,92,38,1.0002,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
