3,10,92,38,0,7
3,10,92,38,0,7
3,10,92,38,0,7
3,10,93,38,2.0,7
3,10,94,38,4.0,7
3,10,95,38,6.0,7
3,10,96,38,8.0,7
3,10,97,38,10.0,7
3,10,98,39,12.0,7
3,10,99,40,14.0,7
3,10,100,41,16.0,7
3,10,100,42,13.0,8
3,10,100,43,10.0,9
3,10,100,43,7.0001,9
3,10,100,43,4.0001,9
3,10,100,43,1.0001,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,10,100,43,0,9
3,20,100,43,0,9
3,20,100,43,0,9
3,20,100,43,0,9
3,20,100,43,0,9
3,20,101,43,2.0,9
3,20,102,43,4.0,9
3,20,103,43,6.0,9
3,20,104,43,8.0001,9
3,20,105,43,10.0,9
3,20,106,43,12.0,9
3,20,107,43,14.0,9
3,20,108,43,16.0,9
3,20,109,43,18.0,9
3,20,110,44,20.0,9
3,20,111,45,22.0001,9
3,20,112,46,24.0,9
3,20,112,47,21.0001,10
3,20,112,47,18.0001,10
3,20,112,47,15.0001,10
3,20,112,47,12.0002,10
3,20,112,47,9.0002,10
3,20,112,47,6.0002,10
3,20,112,47,3.0002,10
3,20,112,47,0.0003,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
3,20,112,47,0,10
